f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,m0,m1,m2,m3
0.037985303,25.783602,0.16096912,25.462872,26.034792,0.5214378,0.08071512,0.39835364,0.7533829,93.1592,3.1556497,86.0695,97.04042,1,1,1,1
0.013802433,25.385996,0.13026975,25.157879,25.544384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0053497925,24.97077,0.10783849,24.76893,25.110922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.03934053,24.709497,0.13361634,24.477959,24.97597,0.5668699,0.046909887,0.4331947,0.6161121,101.21249,2.1236014,98.75156,103.78313,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.6258737,0.087536894,0.3749889,0.8542331,92.68279,1.586505,91.05384,94.52903,0,0,1,1
0.0,24.56255,0.11729268,24.404325,24.773226,0.44687927,0.039411213,0.37797397,0.51985955,99.52869,0.76959014,98.23512,100.58438,0,1,1,1
0.0,24.341928,0.24184568,24.061892,24.60792,0.48158756,0.05683111,0.33102328,0.57369196,98.77361,2.5441363,95.59777,102.4043,0,1,1,1
0.021188613,25.139301,0.12223364,24.908682,25.386345,0.5077715,0.05703513,0.3931849,0.6646186,96.39221,2.221546,93.56586,99.402664,1,1,1,1
0.034080714,25.156694,0.094379425,24.944323,25.25843,0.52400714,0.01510828,0.48340896,0.5663905,94.447845,1.6699326,90.8254,97.727135,1,1,1,1
0.00814839,25.882895,0.021667078,25.804014,25.980862,0.5147997,0.04256171,0.43155944,0.5928485,108.63675,0.926297,107.20137,110.01808,1,1,1,1
0.0,24.368261,0.1332772,24.045292,24.68473,0.58661556,0.073548235,0.43430677,0.78498405,102.19497,2.5795918,97.55406,107.223564,0,1,1,1
0.0,24.581545,0.19947919,24.321503,24.988922,0.49046746,0.07342494,0.4030777,0.6704636,103.65388,0.89957184,102.568886,105.84732,0,1,1,1
0.04384984,25.019669,0.08917199,24.917784,25.191257,0.46738434,0.073106244,0.3105816,0.6086234,101.521835,2.0504234,97.01322,105.08594,1,1,1,1
0.02367521,25.885569,0.16841783,25.6114,26.249601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.03542562,24.481993,0.14262356,24.30565,24.656233,0.5499912,0.028829278,0.49906027,0.6208931,96.28206,1.424425,93.190414,98.73072,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5005713,0.07657921,0.31406108,0.722834,102.770584,3.629357,95.67297,107.06368,0,0,1,1
0.0,24.72538,0.15539402,24.464088,25.073168,0.43741763,0.017974442,0.4035425,0.46624604,102.62094,2.193392,100.063705,108.094666,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5027177,0.04056448,0.39425665,0.5519159,100.69121,2.532093,94.75205,103.33344,0,0,1,1
0.069842555,25.3127,0.13670807,25.17488,25.460001,0.400347,0.024070553,0.36479223,0.46530902,96.60868,2.5246038,90.5706,102.05718,1,1,1,1
0.063360415,24.941149,0.21767929,24.51776,25.436739,0.47028,0.02038927,0.44201878,0.5017104,104.01792,3.2045388,97.87381,107.484436,1,1,1,1
0.20427462,24.637,0.123304985,24.332432,24.84512,0.52139455,0.046215113,0.42227113,0.58102405,106.60331,1.7600497,103.31725,110.210815,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.4834256,0.07229185,0.3896719,0.62921697,101.74388,3.3657088,97.77629,105.786575,0,0,1,1
0.013663638,25.188345,0.10833156,25.04465,25.392275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,24.329569,0.12706624,24.122757,24.547005,0.55529964,0.030758178,0.48973727,0.6292425,98.57818,2.1297278,95.43828,103.223434,0,1,1,1
0.0,24.314837,0.15031695,24.0832,24.580765,0.5716607,0.051830404,0.4243528,0.6756981,99.147964,1.4543623,97.007614,102.42911,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.53327924,0.07170574,0.45360443,0.6452279,102.26983,1.7839289,99.64595,106.04112,0,0,1,1
0.11224384,24.568312,0.074874826,24.452452,24.75083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.20258172,24.821606,0.15497388,24.664139,25.025177,0.51723224,0.06336652,0.43283987,0.68658614,108.144684,1.3208953,105.1613,111.42775,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5701911,0.041149285,0.52245384,0.6735029,101.291145,3.0953026,97.49628,105.22648,0,0,1,1
0.1952115,25.688688,0.030286985,25.63238,25.756962,0.45868853,0.054953318,0.3323894,0.5873016,99.20408,2.1423717,95.88358,103.08025,1,1,1,1
0.0479748,24.947744,0.13464583,24.694517,25.254118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,24.253317,0.10556013,24.08465,24.50413,0.5025571,0.034689296,0.44435847,0.55053955,99.20176,1.5429587,96.62145,101.45649,0,1,1,1
0.037854586,24.127106,0.2168093,23.755005,24.591545,0.51817274,0.0018015606,0.4889085,0.5438128,94.639336,2.5000775,89.392624,98.789795,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.45812684,0.05470897,0.2973027,0.6205663,101.24518,3.2749093,94.28608,106.22219,0,0,1,1
0.15053701,25.144997,0.061251897,25.045929,25.27917,0.5637224,0.03744825,0.46620265,0.6704275,103.81463,2.3136694,100.2075,106.29731,1,1,1,1
0.058622617,24.51604,0.08586827,24.327019,24.608215,0.46930116,0.07902358,0.25465333,0.54903597,101.34457,1.5662339,99.70878,103.85373,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5681321,0.029188279,0.48916143,0.6176373,112.74664,1.7163115,109.51057,115.48486,0,0,1,1
0.06658015,25.314705,0.07527972,25.14825,25.502762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.48313373,0.047159936,0.38175195,0.6243853,93.64609,0.7885299,92.39347,95.51723,0,0,1,1
0.0,26.108694,0.14129137,25.889967,26.264221,0.529363,0.056388006,0.42185587,0.65731186,106.06259,1.7733458,101.73773,109.836174,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.48288295,0.048368245,0.41177225,0.5627237,102.41033,1.6340969,98.95671,105.49243,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.51361847,0.035722505,0.46065116,0.57238144,101.74675,3.6678216,94.98977,109.771805,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.5408388,0.062501706,0.35399598,0.6876675,97.82296,1.6646278,94.75463,99.74201,0,0,1,1
0.11839056,25.571232,0.037411135,25.513508,25.624313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.014305022,24.852964,0.09845931,24.697718,24.960361,0.45120206,0.031788502,0.40020874,0.5080479,103.23743,1.9904473,100.91237,107.8038,1,1,1,1
0.024370337,25.41145,0.13245238,25.111868,25.595627,0.55640095,0.004385243,0.53680366,0.5800661,107.30589,2.197811,102.04087,109.663826,1,1,1,1
0.0,25.268688,0.15291372,25.104908,25.453302,0.5139072,0.05316238,0.4407215,0.57039577,91.90064,0.426912,91.21941,92.82755,0,1,1,1
0.0,24.387627,0.05700823,24.330212,24.517609,0.58987975,0.06032595,0.43629742,0.7534224,100.05726,1.7905147,97.04617,103.46843,0,1,1,1
0.064385876,25.265528,0.21248326,24.921083,25.579248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0006315318,24.666285,0.08600795,24.488924,24.847578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.33160645,25.238195,0.1530193,24.857534,25.392134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,24.952162,0.23987806,24.50192,25.237705,0.51243937,0.050884247,0.4069868,0.6266025,99.24474,1.4777312,96.44909,101.375824,0,1,1,1
0.0,23.927975,0.14386576,23.655556,24.121752,0.5512918,0.050778262,0.4384859,0.6582858,101.72302,2.265496,96.99119,105.915115,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.49338856,0.025115883,0.4472119,0.5443529,98.989586,1.5954741,96.149086,101.56139,0,0,1,1
0.124347076,24.711256,0.22188884,24.203468,25.236881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.1647922,25.01855,0.14411946,24.714087,25.320726,0.51979667,0.08122876,0.42157242,0.7478827,96.23554,1.3739578,94.65577,98.03075,1,1,1,1
0.0,24.798437,0.24525301,24.41444,25.30831,0.49533507,0.052621156,0.40912768,0.61202157,104.25643,1.5049149,101.39308,107.87285,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.4755125,0.06817203,0.35591066,0.59741867,100.06992,2.235608,95.5387,103.44395,0,0,1,1
0.009915434,24.583897,0.1915516,24.338968,24.925436,0.4707563,0.049068253,0.4172549,0.56707644,103.621414,2.0441017,100.058014,106.00491,1,1,1,1
0.02530172,25.135336,0.19738248,24.6471,25.614876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.51444584,0.07489895,0.3567239,0.6038719,91.480034,1.4168743,88.91047,93.248245,0,0,1,1
0.0072868364,24.482609,0.17394377,24.2118,24.762186,0.50512767,0.04705115,0.43861488,0.6407798,110.30149,1.842198,108.18187,112.87469,1,1,1,1
0.026501684,25.592443,0.20787539,25.111864,25.906124,0.52647066,0.07726857,0.41137195,0.628659,95.66497,2.0834582,91.15212,99.36622,1,1,1,1
0.012095607,25.045427,0.15030083,24.68044,25.304403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.029919632,25.564173,0.19329843,25.105038,25.8507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.032826133,25.201506,0.0034702811,25.090132,25.307125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,25.27106,0.17387646,25.008146,25.458006,0.56852704,0.040319398,0.47799316,0.6693932,102.040184,3.131812,94.568695,107.229546,0,1,1,1
0.0,24.934164,0.14821947,24.56509,25.144835,0.4628904,0.06848715,0.37672943,0.5522424,99.46909,2.1561854,94.331375,102.65752,0,1,1,1
0.0,25.662807,0.12938316,25.417038,25.883945,0.5231685,0.019385695,0.49691114,0.56884485,101.87193,2.442387,97.78228,107.58402,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.484869,0.040344197,0.42011815,0.60166836,108.97185,2.9203656,104.28551,114.353294,0,0,1,1
0.07818804,24.562428,0.12927635,24.34782,24.7161,0.5170105,0.06340159,0.37048718,0.66447115,101.89421,1.1356308,100.42162,104.355385,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.41724524,0.029099125,0.34927845,0.45387304,98.630745,1.7642176,96.11624,102.18054,0,0,1,1
0.039209567,23.691874,0.151803,23.397646,23.916655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.17606264,24.999165,0.19930682,24.667137,25.47828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.023916248,24.542606,0.1070397,24.289028,24.797983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.04712752,25.065788,0.2722565,24.607124,25.43615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.5205586,0.052366957,0.4068216,0.61586463,107.27025,1.6804702,103.42054,109.37344,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.4969874,0.028560748,0.42287165,0.57348305,99.61322,1.86218,97.42785,102.56495,0,0,1,1
0.0,24.452272,0.1613393,24.188612,24.763578,0.47067076,0.078706004,0.38100246,0.5710992,102.16297,2.0433416,97.407555,106.23981,0,1,1,1
0.07123757,24.642347,0.15042529,24.337097,24.940042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.14779913,25.745176,0.20650497,25.407093,25.967607,0.52598304,0.028053246,0.45374796,0.6007236,96.027,2.9124956,91.709755,102.21091,1,1,1,1
0.014642682,25.047394,0.20668402,24.793112,25.419582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,25.270191,0.15015543,25.021763,25.594816,0.4907912,0.044596896,0.37277648,0.5503727,98.78052,0.53178436,97.59215,99.7422,0,1,1,1
0.0045480276,25.037024,0.15186138,24.770313,25.359789,0.58593976,0.0036077856,0.571556,0.6001073,100.07264,2.483073,97.26932,103.212326,1,1,1,1
0.036430065,24.66311,0.18489084,24.36925,25.090694,0.5736477,0.0009825574,0.55980164,0.58806366,98.1837,1.8217742,94.354164,101.55331,1,1,1,1
0.17178833,24.78185,0.0925398,24.621822,24.910505,0.4501074,0.04830299,0.3219488,0.5526279,100.74313,2.2563467,96.720345,104.06476,1,1,1,1
0.0,24.519873,0.18164289,24.337938,24.759354,0.4841901,0.057307273,0.4071737,0.6435346,107.6589,2.7052577,101.15731,110.605545,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5966897,0.08920969,0.4726014,0.8071402,107.42459,1.2592033,105.77444,109.48226,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.49488017,0.036988728,0.43418926,0.5585569,95.602455,3.597143,90.576485,102.4936,0,0,1,1
0.16498904,24.173195,0.059469067,24.058458,24.243544,0.56624776,0.049111277,0.43661278,0.6670301,103.912796,1.3693721,101.7192,105.94755,1,1,1,1
0.0,25.335724,0.17830938,25.111855,25.775784,0.44079357,0.05173011,0.34793544,0.5530223,100.13293,2.399376,97.038185,102.90403,0,1,1,1
0.097505145,25.040792,0.12939253,24.730358,25.246168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.03342098,24.564766,0.11857577,24.384697,24.750679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,26.043789,0.12588838,25.781353,26.24315,0.5397889,0.041056845,0.4366919,0.60198367,95.81972,2.463457,91.14877,100.75506,0,1,1,1
0.16834477,24.64015,0.23100352,24.21418,24.880348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.1229881,25.036282,0.16252232,24.793135,25.41303,0.6001755,0.06648399,0.49774468,0.68801254,98.02714,0.5095615,97.10751,99.274605,1,1,1,1
0.068469785,23.4723,0.18071352,23.160994,23.806004,0.37596458,0.030071627,0.3203333,0.42828828,98.26238,1.1739994,95.68883,100.9116,1,1,1,1
0.024961343,25.225626,0.07574723,25.071466,25.319939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.4988876,0.018742314,0.47864234,0.5349376,101.46467,0.8877717,100.39097,102.603424,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.40610057,0.028504679,0.3235898,0.4576937,102.05986,3.3016465,98.358376,108.588875,0,0,1,1
0.023955384,24.683971,0.09838015,24.444115,24.788313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.015143912,25.337364,0.085405886,25.236904,25.430433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.017328708,24.847622,0.13110967,24.7041,25.16925,0.5431,0.04240627,0.47643334,0.6672972,106.64316,2.8719444,100.72188,113.09075,1,1,1,1
0.22811247,25.333645,0.15886307,24.960573,25.724083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,23.279766,0.13412808,23.06791,23.486647,0.5047091,0.074975155,0.41812244,0.696626,95.42088,1.5296615,92.48649,97.03126,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5231106,0.012575638,0.48599398,0.5411869,99.0875,2.4028826,93.1625,102.3423,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.48979652,0.04016689,0.43395457,0.5756388,101.27953,2.4562237,96.51695,104.47951,0,0,1,1
0.04156609,25.820744,0.10739206,25.676958,25.998667,0.5485569,0.050560445,0.42005524,0.65377086,101.95265,2.9808304,96.05124,107.94198,1,1,1,1
0.024478853,24.442606,0.10659033,24.256449,24.632265,0.49582756,0.041200247,0.37265408,0.5770976,105.6042,1.5347618,103.915596,108.504036,1,1,1,1
0.0,25.863224,0.14279862,25.709536,26.216232,0.575822,0.043868687,0.49022883,0.62498397,102.54949,1.9263431,98.36425,105.713036,0,1,1,1
0.0,26.379753,0.15453713,26.144623,26.687868,0.54814804,0.03550778,0.4862997,0.6138432,104.942764,2.0281796,100.67374,108.36951,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.42864317,0.014647557,0.41015342,0.44910827,99.93292,0.41770968,98.7619,100.63736,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.4271431,0.042186446,0.36827892,0.49390987,102.81657,2.080209,98.36321,107.106445,0,0,1,1
0.01927231,25.107244,0.11918534,24.965305,25.3248,0.44641495,0.042927705,0.3621802,0.5564997,94.24957,2.498384,90.07137,99.82306,1,1,1,1
0.0,25.795088,0.1665145,25.511808,26.059528,0.3946404,0.049137328,0.31465986,0.47058746,100.33957,2.3836899,96.87261,104.0436,0,1,1,1
0.06622558,24.810896,0.05327346,24.677805,24.913195,0.48829374,0.046232317,0.36888012,0.5771459,105.9926,1.8807281,102.76565,109.26784,1,1,1,1
0.0,25.185635,0.19907399,24.736738,25.417154,0.4520286,0.064984456,0.2768517,0.6463093,107.58184,1.8173702,104.90755,110.49416,0,1,1,1
0.0,24.937025,0.21819252,24.411572,25.268015,0.459838,0.061023835,0.37809047,0.54468375,96.37829,1.592795,93.82294,99.96396,0,1,1,1
0.011778543,24.764776,0.15699622,24.448183,25.113577,0.45298895,0.03730374,0.34372488,0.5100336,103.648575,0.8890312,102.42211,105.57217,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5170754,0.049741223,0.38425386,0.5880139,100.14712,2.7201467,93.37092,103.02494,0,0,1,1
0.009536898,24.027452,0.032782834,23.96329,24.092113,0.4772236,0.022271154,0.41656524,0.52810216,96.35211,2.2645798,92.68855,99.98684,1,1,1,1
0.38202426,25.758724,0.07891182,25.65787,25.892538,0.525404,0.05390526,0.37364933,0.66585094,101.44109,1.8233382,98.921074,103.633766,1,1,1,1
0.016837884,24.543886,0.17887013,24.193502,24.932814,0.5587753,0.053848423,0.4132772,0.7039917,107.95226,2.2625434,102.74584,111.25263,1,1,1,1
0.09063936,25.65071,0.061738983,25.54811,25.793636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.009248293,24.104736,0.1526729,23.836351,24.39084,0.49106723,0.03611723,0.38898885,0.5450065,102.68149,1.730059,99.593956,104.900795,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5194237,0.014803686,0.48324835,0.5614028,111.93476,1.2299051,109.52742,114.039,0,0,1,1
0.0022892745,24.580791,0.14553398,24.221327,24.9192,0.52250105,0.04545161,0.4464281,0.623073,101.822624,1.4917895,100.27612,103.80706,1,1,1,1
0.012042568,25.384129,0.12308419,25.25534,25.580404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,24.679113,0.07137359,24.51496,24.83036,0.50892127,0.0250188,0.45731786,0.57293284,111.87303,0.7835998,111.05748,113.78327,0,1,1,1
0.11846588,26.141745,0.12732808,25.892097,26.307564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.03199498,24.39239,0.15632984,24.01988,24.62661,0.53031456,0.023232352,0.5029003,0.5591278,96.68649,3.3460624,92.96873,100.6978,1,1,1,1
0.030128222,24.945477,0.14845838,24.680748,25.252657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,25.548775,0.081583284,25.446423,25.727839,0.50556755,0.042227335,0.4425346,0.6189116,93.44099,2.4698596,87.79831,96.19887,0,1,1,1
0.0,25.188292,0.12541263,25.022127,25.4433,0.46905267,0.03687258,0.39023134,0.5272991,103.14398,3.1969607,97.020195,109.33112,0,1,1,1
0.13893695,24.368868,0.14278579,24.20751,24.55928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.105447374,24.222795,0.2353046,23.768757,24.785633,0.43265986,0.054213338,0.313174,0.5668395,104.045975,2.0668073,100.48613,108.9702,1,1,1,1
0.0,25.72773,0.20545849,25.38341,25.988935,0.55077577,0.016833289,0.5339233,0.5821512,98.49618,0.7034867,97.758766,99.801125,0,1,1,1
0.0,24.911156,0.121826425,24.758745,25.147495,0.52212274,0.043911465,0.44200552,0.63274825,90.395424,2.3339245,86.31032,95.37634,0,1,1,1
0.0,23.82831,0.051308308,23.754923,23.898893,0.50850886,0.04075746,0.3867645,0.62998873,102.419914,1.8174201,98.2581,106.78063,0,1,1,1
0.050808422,25.516317,0.22794081,24.951578,26.054068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.5028705,0.027653448,0.44494855,0.5615388,100.43981,2.1537094,96.96699,105.01378,0,0,1,1
0.017755358,24.101576,0.084485166,23.988214,24.282291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.025653126,24.820396,0.18360572,24.621662,25.164215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.4915674,0.07087487,0.39866504,0.6484229,103.27809,1.2407726,101.903694,106.01291,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.5078616,0.045819353,0.37920967,0.60403585,101.17785,2.610354,95.9833,106.62624,0,0,1,1
0.07966369,26.085348,0.22126645,25.789598,26.32187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0011195696,24.361864,0.15998176,24.00738,24.692636,0.55122566,0.034336403,0.47545165,0.60242575,98.66793,1.5928843,95.98816,101.24983,1,1,1,1
0.0,24.730019,0.0962132,24.50021,24.85529,0.53014684,0.04739948,0.39506188,0.6677882,100.16185,2.1031256,94.99804,105.12282,0,1,1,1
0.010374718,23.171421,0.11919755,22.94998,23.318077,0.4266907,0.028125258,0.3575149,0.50257146,105.64496,1.9614285,102.764946,110.45867,1,1,1,1
0.002454553,24.757845,0.106840715,24.533348,24.899181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.08503895,24.23523,0.15474135,23.919651,24.619137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.003827655,24.47727,0.25004816,23.944504,24.83426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.46730185,0.054306053,0.3214649,0.5700912,93.98652,1.7995437,91.87412,98.17521,0,0,1,1
0.0,24.615705,0.13645531,24.447998,24.892887,0.5242547,0.05476777,0.4541752,0.6273361,103.98272,1.834916,101.37814,105.90583,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.43298218,0.065397136,0.35337204,0.5001813,107.87541,2.342068,104.14893,113.064156,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.50155234,0.044958744,0.4032262,0.54847413,100.991905,1.4629481,98.60449,102.67493,0,0,1,1
0.20047277,25.182302,0.145423,24.834196,25.541716,0.47740245,0.036682446,0.4005903,0.5248507,92.97604,2.7858748,90.122345,97.65286,1,1,1,1
0.017253906,25.395279,0.14949019,25.033792,25.604372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.045506977,24.526009,0.1564965,24.251072,24.884275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.4264094,0.061303068,0.26021978,0.5355153,97.60958,2.9157727,93.8782,101.84358,0,0,1,1
0.025392035,24.403782,0.16472964,24.15128,24.654713,0.5958222,0.034731213,0.53599435,0.6897787,103.302216,2.348546,97.78281,106.85786,1,1,1,1
0.03537035,25.219872,0.17915541,24.788937,25.562021,0.46986404,0.028142095,0.38584253,0.5172293,101.36431,2.2657814,97.286194,104.23476,1,1,1,1
0.0,24.980598,0.1765347,24.734003,25.167608,0.4296543,0.010445018,0.41348737,0.44078472,97.13177,1.0997089,95.4075,98.86684,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.3921996,0.031697508,0.35481358,0.42549497,94.23163,2.1109138,88.983444,99.2826,0,0,1,1
0.016102895,25.377642,0.1565937,25.119024,25.714369,0.53923446,0.06741645,0.34652555,0.61937124,107.71746,2.179661,105.23286,112.04266,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.5385937,0.044406462,0.4232059,0.63650197,94.763565,1.4412926,92.72574,97.10028,0,0,1,1
0.00389995,25.037619,0.1553767,24.673943,25.292274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.012414586,24.983189,0.15965907,24.739246,25.278349,0.52111447,0.07136924,0.41310114,0.73090744,98.1098,2.2268624,93.08332,100.81133,1,1,1,1
0.065849915,24.8007,0.28519925,24.27428,25.394358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.46528682,0.031146402,0.38331562,0.5006397,100.63681,1.9555439,96.7367,102.940475,0,0,1,1
0.0,25.134579,0.18004796,24.867226,25.47333,0.5338742,0.035122782,0.4877727,0.5763132,106.50579,2.4433951,100.68187,109.270836,0,1,1,1
