label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,m0,m1,m2,m3
normal,0.09860388560074956,24.802132986689866,0.1007664553702863,24.654396820940093,25.02729928789102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.05071607182547415,23.982942830920194,0.10522235051248477,23.732363124490384,24.211684322808633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.12390107215522689,24.596194004101093,0.12754030757355866,24.39474690157696,24.853233943525325,0.49867056550727706,0.01164636181469137,0.48629230853108596,0.5175725785640704,109.51836536825978,3.014152318226828,105.34242248112402,116.650360509318,1,1,1,1
normal,0.07433971208758844,25.503573349429825,0.030971566964945768,25.442947248531343,25.59820329106013,0.5288196972944826,0.03033969387947373,0.46118643301931794,0.5822250946084832,103.92592029590615,2.36140423110434,100.65806066673915,108.35131157733989,1,1,1,1
normal,0.0030332965884469045,24.468511463094462,0.1864452938691627,24.06020733431563,24.826982927963293,0.5713694230611704,0.05508094728370799,0.4329296494700603,0.6309381704367121,104.18602318694687,1.1017465158319124,102.25540535479763,105.5584273601477,1,1,1,1
normal,0.05294772141358505,24.063078105582385,0.26162909770401255,23.450862107321495,24.578464385792845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.44740878782599525,0.019412296800654854,0.4075732772679319,0.5050409739090286,106.51791784939412,3.260371607418266,98.44677577034108,110.52751274634258,0,0,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.41284904350555446,0.06263778479759903,0.32454157778497295,0.5282851484254132,96.84756420027948,0.8931712881988401,95.12733309812582,98.51944349444601,0,0,1,1
normal,0.0,25.186021508415344,0.06024333607965185,25.040790017950876,25.29004997230148,0.48029901194724595,0.036673208593018744,0.37532552879525694,0.5861917422659776,104.10798880925752,1.778029607390521,101.5659234894465,106.76098424568731,0,1,1,1
normal,0.1319079162500281,25.011634113322824,0.18730564781752138,24.668253488128286,25.37543265268995,0.48978641673046336,0.04928236142828284,0.3998120988457433,0.612799393047137,97.189647400604,1.8881000335585516,95.11573943093082,101.71546062482916,1,1,1,1
normal,0.016331170206949946,24.849233455227587,0.239877739817537,24.30462693039775,25.445085753398775,0.4002300821667182,0.04196565214891923,0.34889703429964347,0.5141711792607178,102.26426359386183,2.199865553437382,98.03479468626531,105.27237657516682,1,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.49742077634754706,0.013828298001328801,0.46857645291821204,0.5191600796978666,101.46108911727762,2.5583929762100177,96.88975918533875,104.33904956918666,0,0,1,1
normal,0.006607606525930121,26.0465267280818,0.10889091763709982,25.88817310803219,26.262277482456927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.5675287422414452,0.03899786808717324,0.4876489597290459,0.6653257845405631,101.36497506365946,2.4488205064210233,95.53295717442239,105.8691866517534,0,0,1,1
normal,0.08182748791422764,24.833897907417715,0.16844653934054352,24.495229323887585,25.096201642957915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,25.215171701301326,0.10796686177505546,24.958216878576728,25.378432142712505,0.4931601343816702,0.09904960570230406,0.20028019937452113,0.6497546996592453,98.28688354291891,2.122400043480264,95.32166153214229,101.73161636216885,0,1,1,1
normal,0.0,23.351379828749668,0.10100738144484739,23.212520969390816,23.596693496675346,0.5947235497912949,0.02184776783904406,0.5552595417158079,0.6457245432669791,99.77259201200047,1.4050939444827946,96.95283899488986,102.05168085493128,0,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.5203699392262311,0.06721570461870727,0.32062179481440267,0.698754471392312,108.54734725290632,2.033127025735665,103.47221589795203,112.15550091646857,0,0,1,1
normal,0.0,25.727237844449828,0.105328168630272,25.47083023747054,25.85876452213666,0.4778056687611422,0.09496232188458273,0.2604562187594003,0.6859652250033107,97.54745486541462,2.4157390180230762,94.00773595653442,100.80074006000494,0,1,1,1
normal,0.008963487010423977,24.973567931192523,0.1336936139410013,24.814468438570625,25.214607809287234,0.555999148984871,0.07211018092264049,0.40260104556619014,0.6776443662248712,90.75976976967377,2.0814100012551227,85.66687065102286,93.49448914468454,1,1,1,1
normal,0.007744228560205108,24.9404706811206,0.10799265581536421,24.80168955642206,25.057942067302164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.474079486748132,0.036467513153033086,0.38729828275747047,0.5666775201002362,103.48293943136397,1.421572598768662,100.1023720368337,106.41703153590042,0,0,1,1
normal,0.4971177835590093,24.890046668409074,0.14638070687166502,24.52609133871959,25.17910528744875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.40629559893686906,0.03270463683404324,0.32798374165197863,0.4781324339605141,103.83804171333597,1.352054585047458,101.16162233387367,106.95796918493971,0,0,1,1
normal,0.0380828792367069,24.732259770636954,0.08855955897083297,24.551104048990386,24.948045026565513,0.4725917574626147,0.05119488533172919,0.41467334704847897,0.5964645131178294,101.07203597990159,2.054244767852318,98.87849790841982,105.89437030417498,1,1,1,1
normal,0.010617345892646296,25.730608551737056,0.020922502037703183,25.672503713600587,25.8400646148708,0.45583278913268854,0.03914256970344777,0.36289766614130264,0.5730119365293115,108.19773112918102,1.6626521470508946,105.29223029265295,111.52963043940336,1,1,1,1
normal,0.04271870504891054,25.30033471424158,0.186584198600565,24.894906682300835,25.56359746124102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.02607847012964929,25.409364708796883,0.1329856274293547,25.27005461934094,25.69002518701576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.43461715444395854,0.10494140313690037,0.2694662852714946,0.5701474013186709,101.84890016252776,2.3723958508756544,97.55405853798307,106.96899929659162,0,0,1,1
normal,0.0,24.64067610612947,0.06976086252525185,24.54252212010208,24.751739617087768,0.39931331442507906,0.036380346650509744,0.29891276237410475,0.4865176082346229,93.59064940213,1.78931351956085,90.69383760073559,96.30838973962099,0,1,1,1
normal,0.014905847529494497,24.95802406200614,0.0907787632672617,24.75731915660883,25.128537687018177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,24.61563178095448,0.1511141520093821,24.40068567551497,24.935369041376077,0.4905827613690777,0.05816333936950879,0.34591231040697745,0.5544447936389285,95.69820292273346,2.029975877812579,92.2596300260932,98.9600903561041,0,1,1,1
normal,0.06511476440900928,25.93435891493515,0.24608159214644404,25.48966902869951,26.3440606461565,0.4342390126709591,0.07627757651791768,0.3240209851806743,0.5572100633487411,100.13315861219064,0.2976362530889787,99.05156359255074,101.29900447393211,1,1,1,1
normal,0.0004224979028661136,25.241739519699927,0.13101836833987343,24.970451845320838,25.560092837750766,0.5486290171127843,0.08723215974853421,0.403878935509758,0.7471046339358334,87.2074125008201,2.1686296718777154,84.66408049817501,90.86585236958364,1,1,1,1
normal,0.0341960448734588,24.6937595456007,0.22196841192900454,24.303015200096237,25.004848870899693,0.4585876556205183,0.04164556467045104,0.34470827457767683,0.5791530978718575,97.43356125186746,2.111794044378662,94.64704968102123,101.9022466586435,1,1,1,1
normal,0.03856040587743203,25.587073457484504,0.174909921843314,25.401087977854008,25.86904929255068,0.5560035611263258,0.04875421843502254,0.41942901170806146,0.6255354473204985,95.81960928032329,1.1485797027046059,94.4676132410286,97.3046610875768,1,1,1,1
normal,0.05094823735815055,25.024660267581826,0.1602530574760996,24.80078237300014,25.255388219939135,0.5355202983029211,0.050586098883425,0.428756467845135,0.6631613245735766,100.29665662991191,0.8574968431975039,98.16475691383306,101.56057192675499,1,1,1,1
normal,0.006034257743424729,25.173609743134794,0.17172237288948936,24.888293764033797,25.445688254776655,0.3696594938798252,0.015111648863255826,0.34987480163815016,0.40410534897014677,103.47569690355769,3.989743370749622,96.37123841576528,112.78208682956091,1,1,1,1
normal,0.10047950358435495,26.009657065116272,0.06997360463714644,25.900268577721413,26.0876466500287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,25.373595726712335,0.13412293300717706,25.222954963433065,25.592737141990778,0.48037043429192094,0.09029284783062523,0.33029464366082095,0.6260674615753599,84.55081910769869,1.6871963975935975,82.34790847369729,88.51138006099634,0,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.5072109574460374,0.0324743444889784,0.41674787020749904,0.5827864802805831,99.9726236758048,2.1219422187511388,96.58342149946597,103.69497843368887,0,0,1,1
normal,0.0,24.595016124787335,0.1539757294611232,24.397597039729618,24.955829943805753,0.4444616884963568,0.04948951549093944,0.341732100005223,0.5416644506363872,105.16421565817693,3.2517812036291143,100.43487330639395,109.18641329418072,0,1,1,1
normal,0.0,25.7271560894779,0.060094516486947816,25.62106949251933,25.812715655707056,0.5450231784778506,0.04509736755547918,0.45078273420970705,0.6615658926224914,104.75795884174917,1.2148804244293916,102.90401766747524,106.44308995080112,0,1,1,1
normal,0.3172028158190442,24.693069285644242,0.16647907151101543,24.360415989644437,24.88799953241058,0.6164189283920407,0.043203143453159905,0.5508191994574435,0.7226828606890456,104.31447170960362,2.3832558679773497,99.43420491081255,109.9040322344544,1,1,1,1
normal,0.011306126618323161,25.404663579376482,0.03501811383811851,25.294788313194896,25.498413760746423,0.5121459793415677,0.0165546922518289,0.4809876928097053,0.5420175064879371,102.68331178279227,1.5886092800367835,100.21346991910018,105.54915513682705,1,1,1,1
normal,0.0,25.379842933016807,0.15740345883606355,25.1435682334741,25.761474010763706,0.591683400563075,0.07340691780602666,0.42701351831954754,0.7720986056693175,105.9190255148607,3.109774164304853,99.43418845097999,112.06180651627719,0,1,1,1
normal,0.04350921031163788,26.02201945457807,0.18512475142626822,25.80387322060687,26.30847982619892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.105480262519693,24.653634468952472,0.1650569245072541,24.243001508253013,24.86920717902407,0.5305057542180557,0.09012628579760747,0.34462763319186307,0.6827894204347964,97.49240018781788,0.5413969233032299,96.65671991975348,98.57166661507904,1,1,1,1
normal,0.004173008199462842,24.5375277654076,0.12021103353075498,24.33396090514819,24.82643725989457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.544384336148638,0.04880593789796234,0.41533572200563895,0.6019905487892876,90.09242876849473,1.7640150556085206,88.18908011357202,92.16702576335568,0,0,1,1
normal,0.1443147149126628,24.16955968324966,0.050644045663474274,24.060107096650366,24.227085999706595,0.570943612718687,0.0383910657739068,0.49625667816544555,0.6440791110095089,104.37936555490957,3.16439028324388,100.67343196858923,109.3156341604512,1,1,1,1
normal,0.10595370034936369,24.310801100287776,0.21450401586861728,23.961781473815194,24.812126849246972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.48225053971825693,0.029330405653407016,0.42274468943976184,0.5522631751863272,109.58480831513366,2.223490090495556,104.59069591255955,112.51092308518,0,0,1,1
normal,0.4698347165754539,27.15346148888923,0.1224411185831286,26.912450689517737,27.2836347105587,0.4530192526264562,0.06407900561983589,0.37533259550457954,0.6097730896345162,101.54339419514639,1.824577520719938,97.30979185691189,104.74658016091236,1,1,1,1
normal,0.006962099166552993,25.286058231862075,0.12547034445619923,25.00222911443452,25.493873447506093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.45263596446410936,0.022904103516241257,0.40964154416251686,0.5093904686572558,104.53066474534198,2.8714711716428303,97.62366253086412,108.7291104605373,0,0,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.41391775339113934,0.05910245562022132,0.2946559376910295,0.5649283579181814,97.28960474605884,2.8230499259864166,90.55062710692219,101.51514277432683,0,0,1,1
normal,0.0,25.224198215566496,0.17751385785579882,24.865702389723634,25.439258160755823,0.6076301046928403,0.07257588851633603,0.4092150221841284,0.7229561571299702,107.43031000261838,1.430822458318674,105.19362075984087,110.49202317002991,0,1,1,1
normal,0.025949693836805305,25.20682146590348,0.17610320990590678,24.960785623993722,25.38561467225734,0.5280151121328357,0.0541071188691119,0.47167404611480995,0.6380791841071793,97.30183105202804,1.504449567031994,93.98328831446551,98.96015347845344,1,1,1,1
normal,0.014790898195484424,25.8881003740647,0.24017745238475507,25.435206075303068,26.129643464824714,0.5399698490819101,0.009560964552361856,0.5153390363740771,0.5655960422529884,92.27645360903311,1.5932278115424803,90.35147647605939,96.03881988224559,1,1,1,1
normal,0.0,25.574316993359517,0.23348512942465693,25.294100411207932,26.094612580606277,0.5410966767994709,0.07575711212958214,0.3751186674219127,0.6245282285513247,109.99920609568704,1.808260992622679,105.49228306654312,112.4169562581044,0,1,1,1
normal,0.06622401439783604,25.07666308070819,0.18234069931183763,24.663182764794897,25.260369267499232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,25.72157422100608,0.10997791674285343,25.547188017120927,25.90117575912756,0.5326388216143785,0.04149032734153693,0.4129991595365552,0.5989965275876223,97.46564622874622,0.8811628051068661,96.05577080048062,99.08790231316169,0,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.3764416900513883,0.017591797524918275,0.339753273894477,0.40489267862598544,105.77967483017136,1.4990644088268676,102.14306344754722,108.71244897957372,0,0,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.5324818166182815,0.04493067091103319,0.41728478761932897,0.5950260841755057,102.35529407009244,1.518254969184567,98.56287016105523,104.73741963018732,0,0,1,1
normal,0.05008917241414367,25.836126309961294,0.13870179710915023,25.675060551386608,26.10067818586749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,25.100966726228602,0.16308130142122812,24.817740857364043,25.285070157963847,0.4598837146808018,0.024240896018894193,0.4046649492490769,0.5202696145885911,98.22522796775641,1.9757224465257341,94.41007603728447,100.92586466563621,0,1,1,1
normal,0.0,24.72404470699608,0.22409275061508266,24.44991400724079,25.10715185179599,0.43217340968212237,0.04327293296633442,0.34040115010855637,0.5301864697259506,99.12063518073973,1.922530223331713,95.29583023801007,101.07754029094365,0,1,1,1
normal,0.0654013708680086,24.253797318610182,0.1328150937154003,23.994952707713583,24.503321911671474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.27356560274009734,25.901896179388086,0.1849330823496364,25.457524059488378,26.317901950386123,0.5052391494170839,0.06671126297244806,0.4050183192571388,0.5996398663794156,94.65490803709673,2.726503869141513,90.83810264707998,99.20693132557062,1,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.4214132899068108,0.05539393095217355,0.28060565333581766,0.5188117768816463,91.16230780862512,2.0230187283724415,87.21319633350498,96.20347407856137,0,0,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.507884492181839,0.05813810675073898,0.4493580755744676,0.5955577300561528,100.13449866436855,1.6186051977294627,97.57523627933458,103.1613847629804,0,0,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.4707670454155234,0.049151565132758666,0.38542105186142134,0.5211184931280055,110.3072064953212,3.3509734327947776,104.91827781834596,115.03047238784623,0,0,1,1
normal,0.11564890288593846,24.399705896128005,0.22439973238673697,23.957370339030355,24.9350862509831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.106144273052801,23.63469808915798,0.10179037998247531,23.521436124055107,23.80612184925438,0.4723112013994266,0.014112704744375523,0.4321775214874056,0.4899074345228033,98.13611265118456,1.2730766013864374,95.27176488924812,100.13072176578052,1,1,1,1
normal,0.031002878759527782,25.175460975558764,0.1281212961902455,24.952369098509298,25.43299715447036,0.4684323757846678,0.028720657975756902,0.3982198036727984,0.5545109682875325,106.49514961128779,1.2361917857076803,104.36544517978568,109.01413680944728,1,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.6029103142013279,0.09665381725960195,0.3200668571442257,0.888990963593294,99.97320138034243,0.6491429854067043,99.03723501991247,101.52659854217679,0,0,1,1
normal,0.04956060877990705,24.603880947157087,0.16982564540362827,24.417547507111497,24.883713482404396,0.4881345011667257,0.04721639695183907,0.38110516062791255,0.6178948151339183,105.9491702845184,2.058005457896103,101.64796319247256,109.1399796919729,1,1,1,1
normal,0.013603468820407015,25.194769883493063,0.16005813626286627,24.81944719190452,25.55401769352884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.004762688228225401,25.64195812167063,0.15470468813581978,25.37341574596854,25.904329798410785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,26.671292152748666,0.1597115816189103,26.33438762012594,27.012200445263257,0.4810177756883872,0.05345484944789447,0.3516949583870327,0.579781692525799,95.84205187621971,1.547213460319352,93.73276208358179,98.09764695971427,0,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.5923233573153119,0.0632721915301668,0.4835336267407018,0.7066656198484783,96.73592490178713,0.7800801178650403,95.34455843563883,98.67921560325713,0,0,1,1
normal,0.031174893810998288,25.836696327645342,0.12158229752964954,25.584240344605632,26.097454032650248,0.5729662899876992,0.06168886464251787,0.4940357149262389,0.6781068781677295,106.49521016080848,1.856199532593684,102.04036005452735,110.5127036914975,1,1,1,1
normal,0.024422717109175374,24.990463048822573,0.1721999362329271,24.795557154914746,25.326186680220456,0.5325173476241583,0.04410844095168327,0.47214987163974903,0.5840625796465437,96.35773222248059,2.874141929577813,92.92985407369312,100.78146808545723,1,1,1,1
normal,0.0,25.785654803387427,0.17032179297454725,25.379105246882567,25.95989065100654,0.5503919092345863,0.03880756070637418,0.4797395959710239,0.6499676591158895,99.4376890117732,1.424825785332438,97.00751632485994,101.86971276292911,0,1,1,1
normal,0.0,24.525892951272557,0.19492598024126884,24.32792743361802,24.814026161655963,0.45389224258529615,0.05605216796666928,0.36300196101372617,0.5236815658900364,101.84112828765444,1.3029493919169792,99.44040344825702,104.96105555519274,0,1,1,1
normal,0.06426709859537277,23.948198059306964,0.14758259915077931,23.75777824309666,24.231975703934125,0.5667277297617811,0.056002733824874744,0.5035171738905168,0.6530048547655256,95.87628928465716,0.8264855174696999,94.02256309860664,97.61224776176887,1,1,1,1
normal,0.42508930656271293,24.86204829961295,0.3241301146430444,24.404197574279937,25.520155189161425,0.5245872344936996,0.029049678479795938,0.4589926132728975,0.5918812783036993,102.59006227205165,1.6071518101764668,99.97676428256763,105.7031501852349,1,1,1,1
normal,0.31025588909532953,25.373099582314964,0.12646672673043644,25.239582831368523,25.63257245306706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,25.11586666984144,0.1385230051274016,24.916657751634016,25.298378375963637,0.46267306472833863,0.06820397509674653,0.2951901729601878,0.5349909957374124,103.7402721101197,1.699205378745289,100.04296505740132,106.29051713285105,0,1,1,1
normal,0.0,24.930941719639254,0.1538528935723804,24.746501701414278,25.195055479158714,0.45956060341058486,0.03895282277999999,0.40144232368073013,0.5638112529505984,97.51363566749927,1.4107249180793147,94.3779765438355,99.11374018563893,0,1,1,1
normal,0.010840986730923981,24.4865362375069,0.21772454281505083,23.995443021281275,24.913870582370556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.09314247855126763,25.100152514509826,0.11161487928838194,24.897452634086438,25.25885312404925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.0,0.0,0.0,0.0,0.0,0.5723188116172042,0.06342532222068437,0.39951556226439877,0.7164207175172576,104.81740079557503,0.9362674070967054,103.38045283413014,106.83291126584484,0,0,1,1
normal,0.08226030309916772,25.928245351059378,0.23965267436810067,25.382669465289418,26.339874630704873,0.5164771087686741,0.05864235429898531,0.4532321112179656,0.6843725795163975,92.81696284010317,3.030115324062929,87.13516108938177,95.95319359086395,1,1,1,1
normal,0.35322679498676296,24.53602784992308,0.12530897089305232,24.301967069226862,24.84587071886125,0.4413803002409642,0.018914498980756488,0.42084744385985356,0.47939914357547264,102.5159766196383,2.8076742541636586,99.29411199465783,106.24134091133557,1,1,1,1
normal,0.0,24.50894216130843,0.1360764292578561,24.37193047018621,24.659178446232705,0.4783783351275392,0.06984096148309003,0.35758701534535453,0.591057929432962,101.06518991461897,2.3230729727304174,95.5055637799123,104.45923433167437,0,1,1,1
normal,0.03364855110872017,25.049887368084104,0.13889114177388381,24.825437345495025,25.375227447809177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
normal,0.4432869777869485,24.57013912094995,0.11188722443466818,24.30800213870649,24.8229836191978,0.5375094792404412,0.06771687140011905,0.36685625504849795,0.7118454865262417,103.00440961425578,1.5181897526317276,101.08146454717303,105.66206071795527,1,1,1,1
normal,0.03323132224198164,25.39900778765792,0.22546448365794514,25.062319731067696,25.63419467135392,0.3999935565562911,0.09837859595133974,0.2166389591061816,0.6038157817202682,106.32088492570561,1.2291524517937802,103.59273686035162,108.08639241878619,1,1,1,1
normal,0.0,0.0,0.0,0.0,0.0,0.4873655530659463,0.05099412469992742,0.38630015286393515,0.6030881663985914,105.12976813402948,1.9477695120174237,101.0292498502166,107.11762742464634,0,0,1,1
normal,0.07134425522218653,25.505768689692818,0.10799348693199803,25.34317486607262,25.650910582494753,0.47395282218857004,0.03278692323238008,0.38744096900694347,0.5394163234889351,97.67934757619669,2.5821806327911823,93.5133384244797,102.00726663325578,1,1,1,1
